# submitted_item	validated_id	current_symbol
CG7470	FBgn0037146	P5CS
CG7471	FBgn0015805	HDAC1
CG7474	FBgn0052238	TTLL1B
CG7475	FBgn0051719	RluA-1
CG7477	FBgn0051249	CG31249
CG7477	FBgn0051251	CG31251
CG7478	FBgn0000045	Act79B
CG7479	FBgn0027085	LeuRS-m
CG7480	FBgn0001970	Pgant35A
CG7481	FBgn0261461	RhoGAP18B
CG7483	FBgn0037573	CG7483
CG7484	FBgn0036745	CG7484
CG7485	FBgn0004514	Oct-TyrR
CG7486	FBgn0020381	Dredd
CG7487	FBgn0040290	RecQ4
CG7488	FBgn0038106	CG7488
CG7490	FBgn0000100	RpLP0
CG7491	FBgn0028539	Eato
CG7494	FBgn0037566	mRpL1
CG7496	FBgn0035806	PGRP-SD
CG7499	FBgn0028699	Rh50
CG7503	FBgn0005775	Con
CG7504	FBgn0035842	Setx
CG7506	FBgn0035805	CG7506
CG7507	FBgn0261797	Dhc64C
CG7509	FBgn0035575	CG7509
CG7510	FBgn0036741	anchor
CG7511	FBgn0035802	Pura
CG7512	FBgn0036168	CG7512
CG7514	FBgn0035567	CG7514
CG7516	FBgn0261535	l(2)34Fd
CG7519	FBgn0037087	CG7519
CG7524	FBgn0262733	Src64B
CG7525	FBgn0014073	Tie
CG7526	FBgn0035798	frac
CG7527	FBgn0262017	CG42830
CG7527	FBgn0262018	CadN2
CG7528	FBgn0029113	Uba2
CG7529	FBgn0037090	Est-Q
CG7530	FBgn0038256	CG7530
CG7531	FBgn0261461	RhoGAP18B
CG7535	FBgn0024963	GluClalpha
CG7536	FBgn0030890	CG7536
CG7537	FBgn0030989	Inx5
CG7538	FBgn0014861	Mcm2
CG7540	FBgn0037092	M6
CG7542	FBgn0036738	CG7542
CG7544	FBgn0033994	CG7544
CG7545	FBgn0268063	ltl
CG7546	FBgn0035793	CG7546
CG7547	FBgn0028667	Vha16-3
CG7547	FBgn0028668	Vha16-2
CG7551	FBgn0036161	CG7551
CG7555	FBgn0259174	Nedd4
CG7556	FBgn0030990	CG7556
CG7558	FBgn0262716	Arp3
CG7560	FBgn0036157	CG7560
CG7562	FBgn0010287	Trf
CG7563	FBgn0012051	CalpA
CG7564	FBgn0036734	CG7564
CG7565	FBgn0035833	CG7565
CG7568	FBgn0039673	CG7568
CG7571	FBgn0036732	Oatp74D
CG7573	FBgn0036153	CG7573
CG7576	FBgn0005586	Rab3
CG7578	FBgn0028538	Sec71
CG7579	FBgn0036528	CG7579
CG7581	FBgn0025457	Bub3
CG7583	FBgn0020496	CtBP
CG7586	FBgn0267488	Mcr
CG7589	FBgn0036727	SecCl
CG7593	FBgn0039687	Naa40
CG7595	FBgn0000317	ck
CG7597	FBgn0037093	Cdk12
CG7598	FBgn0039689	CIA30
CG7600	FBgn0064766	CG7600
CG7601	FBgn0027583	CG7601
CG7602	FBgn0037554	PolI
CG7605	FBgn0086913	Rab26
CG7609	FBgn0027518	Wdr24
CG7610	FBgn0020235	ATPsyngamma
CG7611	FBgn0037094	CG7611
CG7613	FBgn0259178	5PtaseI
CG7614	FBgn0024956	Mat1
CG7615	FBgn0039694	fig
CG7616	FBgn0036142	Adck5
CG7618	FBgn0003042	Pc
CG7619	FBgn0015283	Rpn10
CG7622	FBgn0002579	RpL36
CG7623	FBgn0038524	sll
CG7624	FBgn0052076	Alg10
CG7624	FBgn0052082	IRSp53
CG7626	FBgn0040273	Spt5
CG7627	FBgn0032026	CG7627
CG7628	FBgn0260795	NaPi-III
CG7631	FBgn0028945	CG7631
CG7632	FBgn0037071	CG7632
CG7633	FBgn0030992	CG33253
CG7635	FBgn0030993	Mec2
CG7636	FBgn0036135	mRpL2
CG7638	FBgn0036133	emei
CG7639	FBgn0033989	CG7639
CG7642	FBgn0003308	ry
CG7643	FBgn0000063	Mps1
CG7647	FBgn0051821	CG31821
CG7647	FBgn0051823	CG31823
CG7649	FBgn0265140	Meltrin
CG7650	FBgn0036519	CG7650
CG7651	FBgn0052451	SPoCk
CG7653	FBgn0028935	CG7653
CG7654	FBgn0036928	Tom20
CG7655	FBgn0038536	CG7655
CG7656	FBgn0036516	CG7656
CG7659	FBgn0015550	tap
CG7660	FBgn0261987	Pxt
CG7664	FBgn0001994	crp
CG7665	FBgn0016650	Lgr1
CG7669	FBgn0038607	hmw
CG7670	FBgn0038608	WRNexo
CG7671	FBgn0038609	Nup43
CG7672	FBgn0004618	gl
CG7675	FBgn0038610	CG7675
CG7678	FBgn0038613	Vha100-4
CG7685	FBgn0038619	CG7685
CG7686	FBgn0027525	LTV1
CG7691	FBgn0038626	CG7691
CG7693	FBgn0023083	fray
CG7694	FBgn0038627	CG7694
CG7696	FBgn0051224	CG31224
CG7697	FBgn0027841	CstF64
CG7698	FBgn0261065	Cpsf73
CG7700	FBgn0044871	Gos28
CG7702	FBgn0038638	CG7702
CG7704	FBgn0010356	Taf5
CG7706	FBgn0038640	CG7706
CG7708	FBgn0038641	ChT
CG7716	FBgn0035800	CG7716
CG7718	FBgn0038649	PGS1
CG7720	FBgn0038652	CG7720
CG7722	FBgn0033574	Spn47C
CG7724	FBgn0036698	CG7724
CG7725	FBgn0036697	rogdi
CG7727	FBgn0000108	Appl
CG7728	FBgn0036686	CG7728
CG7729	FBgn0036688	Fit2
CG7734	FBgn0003396	shn
CG7736	FBgn0037084	Syx6
CG7737	FBgn0033584	CG7737
CG7739	FBgn0036509	CG7739
CG7741	FBgn0033615	CG7741
CG7742	FBgn0031690	CG7742
CG7744	FBgn0034447	CG7744
CG7747	FBgn0034109	CG7747
CG7748	FBgn0011336	Stt3B
CG7749	FBgn0261574	kug
CG7752	FBgn0259785	pzg
CG7753	FBgn0002716	mei-W68
CG7754	FBgn0015001	iotaTry
CG7755	FBgn0034105	CG7755
CG7756	FBgn0001217	Hsc70-2
CG7757	FBgn0036915	Prp3
CG7758	FBgn0027945	ppl
CG7760	FBgn0024249	cato
CG7761	FBgn0033988	pcs
CG7762	FBgn0028695	Rpn1
CG7764	FBgn0261109	mrn
CG7765	FBgn0001308	Khc
CG7766	FBgn0030087	CG7766
CG7768	FBgn0036415	CG7768
CG7769	FBgn0260962	pic
CG7771	FBgn0004666	sim
CG7772	FBgn0030883	CG7772
CG7773	FBgn0025519	fidipidine
CG7776	FBgn0000581	E(Pc)
CG7777	FBgn0033635	Prip
CG7779	FBgn0261612	CngA
CG7780	FBgn0000477	DNaseII
CG7783	FBgn0052438	SMC5
CG7783	FBgn0052441	EMC10
CG7785	FBgn0038564	CG7785
CG7786	FBgn0034096	CG7786
CG7787	FBgn0032020	strat
CG7788	FBgn0019972	Drice
CG7789	FBgn0039698	CG7789
CG7791	FBgn0033038	CG7791
CG7793	FBgn0001965	Sos
CG7794	FBgn0038565	CG7794
CG7798	FBgn0034092	CG7798
CG7799	FBgn0000247	ca
CG7800	FBgn0037552	CG7800
CG7801	FBgn0050035	Tret1-1
CG7802	FBgn0039704	neo
CG7804	FBgn0036496	cocoon
CG7805	FBgn0039709	Cad99C
CG7806	FBgn0032018	CG7806
CG7807	FBgn0261953	TfAP-2
CG7808	FBgn0039713	RpS8
CG7809	FBgn0036919	Grasp65
CG7810	FBgn0032017	CG7810
CG7811	FBgn0000153	b
CG7813	FBgn0285943	knon
CG7814	FBgn0083969	CG34133
CG7815	FBgn0036497	Ran-like
CG7816	FBgn0039714	Zip99C
CG7818	FBgn0032016	Mettl14
CG7820	FBgn0027844	CAH1
CG7821	FBgn0027287	Gmap
CG7825	FBgn0025808	Rad17
CG7826	FBgn0259168	mnb
CG7828	FBgn0261112	APP-BP1
CG7829	FBgn0039703	CG7829
CG7830	FBgn0032015	Ostgamma
CG7831	FBgn0002924	ncd
CG7833	FBgn0015271	Orc5
CG7834	FBgn0039697	CG7834
CG7838	FBgn0263855	BubR1
CG7839	FBgn0036124	CG7839
CG7840	FBgn0032014	CG7840
CG7842	FBgn0036691	beg
CG7843	FBgn0033062	Ars2
CG7845	FBgn0284246	l(2)k09848
CG7846	FBgn0030877	Arp8
CG7847	FBgn0003499	sr
CG7848	FBgn0034127	CG7848
CG7849	FBgn0033060	CG7849
CG7850	FBgn0243512	puc
CG7851	FBgn0032013	Scgalpha
CG7852	FBgn0035229	pns
CG7853	FBgn0036695	Papst2
CG7855	FBgn0038118	timeout
CG7857	FBgn0026738	CG7857
CG7858	FBgn0263241	Mocs1
CG7860	FBgn0030653	CG7860
CG7861	FBgn0033055	Tbce
CG7865	FBgn0033050	Pngl
CG7867	FBgn0013718	nuf
CG7870	FBgn0261020	wol
CG7871	FBgn0052554	CG32554
CG7871	FBgn0052557	Mco4
CG7872	FBgn0030658	CG7872
CG7873	FBgn0264959	Src42A
CG7875	FBgn0003861	trp
CG7876	FBgn0031000	Muc18B
CG7877	FBgn0003356	Jon99Cii
CG7878	FBgn0037549	CG7878
CG7879	FBgn0035235	CG7879
CG7880	FBgn0051040	Cog7
CG7880	FBgn0051202	alpha-Man-Ic
CG7881	FBgn0033048	CG7881
CG7882	FBgn0033047	CG7882
CG7885	FBgn0026373	Polr2C
CG7887	FBgn0004622	TkR99D
CG7888	FBgn0036116	CG7888
CG7889	FBgn0031003	CG7889
CG7890	FBgn0031005	Hs3st-B
CG7892	FBgn0011817	nmo
CG7893	FBgn0040068	Vav
CG7894	FBgn0040388	boi
CG7895	FBgn0004110	tin
CG7896	FBgn0039728	CG7896
CG7897	FBgn0266580	Gp210
CG7899	FBgn0000032	Acph-1
CG7900	FBgn0037548	CG7900
CG7902	FBgn0004862	bap
CG7904	FBgn0003169	put
CG7906	FBgn0036417	CG7906
CG7907	FBgn0038887	CG7907
CG7908	FBgn0039734	Tace
CG7910	FBgn0037547	CG7910
CG7912	FBgn0039736	CG7912
CG7915	FBgn0262579	Sarm
CG7918	FBgn0037546	mAChR-B
CG7920	FBgn0039737	CG7920
CG7921	FBgn0039738	Mgat2
CG7922	FBgn0038889	Fancm
CG7923	FBgn0029172	Fad2
CG7925	FBgn0003714	tko
CG7926	FBgn0026597	Axn
CG7927	FBgn0027549	Nulp1
CG7928	FBgn0039740	ZIPIC
CG7930	FBgn0010424	TpnC73F
CG7933	FBgn0001280	janA
CG7934	FBgn0035240	CG33791
CG7935	FBgn0026252	msk
CG7937	FBgn0004863	C15
CG7938	FBgn0003511	Sry-beta
CG7939	FBgn0002626	RpL32
CG7940	FBgn0038576	Arp5
CG7942	FBgn0035838	ldbr
CG7943	FBgn0039741	CG7943
CG7945	FBgn0036505	CG7945
CG7946	FBgn0039743	Jasper
CG7948	FBgn0003479	spn-A
CG7949	FBgn0036107	galla-2
CG7950	FBgn0260468	CG7950
CG7950	FBgn0085346	Rpp14a
CG7951	FBgn0266411	sima
CG7952	FBgn0001150	gt
CG7954	FBgn0020249	stck
CG7956	FBgn0038890	sp3
CG7957	FBgn0038578	MED17
CG7958	FBgn0026160	tna
CG7959	FBgn0013753	Bgb
CG7960	FBgn0013755	Bro
CG7961	FBgn0025725	alphaCOP
CG7963	FBgn0037584	CG7963
CG7964	FBgn0029154	Menl-1
CG7966	FBgn0038115	CG7966
CG7967	FBgn0035251	Vta1
CG7969	FBgn0029153	Menl-2
CG7971	FBgn0035253	Srrm234
CG7972	FBgn0002899	mus301
CG7974	FBgn0035254	CG7974
CG7975	FBgn0034658	Grx1t
CG7977	FBgn0026372	RpL23A
CG7978	FBgn0004852	Ac76E
CG7979	FBgn0035848	Uxs
CG7980	FBgn0035255	RabX5
CG7981	FBgn0284408	trol
CG7982	FBgn0028509	CenG1A
CG7983	FBgn0010762	simj
CG7985	FBgn0028499	CG7985
CG7986	FBgn0035850	Atg18a
CG7987	FBgn0038244	CG7987
CG7988	FBgn0038582	CG7988
CG7989	FBgn0262560	wcd
CG7993	FBgn0038585	Non3
CG7995	FBgn0035266	Gk2
CG7996	FBgn0003450	snk
CG7997	FBgn0034117	CG7997
CG7998	FBgn0262559	Mdh2
CG7999	FBgn0035851	MED24
CG8001	FBgn0035268	CG8001
CG8002	FBgn0031006	rictor
CG8003	FBgn0036096	CG8003
CG8004	FBgn0036920	CG8004
CG8005	FBgn0035854	Dhps
CG8007	FBgn0261929	5-HT2B
CG8008	FBgn0033387	CG8008
CG8009	FBgn0036090	CG8009
CG8013	FBgn0020887	Su(z)12
CG8019	FBgn0001179	hay
CG8023	FBgn0265089	eIF4E3
CG8024	FBgn0002567	Rab32
CG8025	FBgn0036916	Mtr3
CG8026	FBgn0033391	CG8026
CG8027	FBgn0033392	CG8027
CG8028	FBgn0031010	CG8028
CG8031	FBgn0038110	CG8031
CG8032	FBgn0037606	CG8032
CG8036	FBgn0037607	CG8036
CG8038	FBgn0035831	Pop4
CG8039	FBgn0037608	mRpL19
CG8040	FBgn0045770	S-Lap3
CG8040	FBgn0052061	CG32061
CG8040	FBgn0052064	S-Lap4
CG8043	FBgn0037610	CG8043
CG8045	FBgn0266195	Tgs1
CG8046	FBgn0033388	CG8046
CG8048	FBgn0287825	Vha44
CG8049	FBgn0003502	Btk29A
CG8051	FBgn0031012	CG8051
CG8053	FBgn0026250	eIF1A
CG8054	FBgn0050342	Prp38
CG8054	FBgn0050344	CG30344
CG8055	FBgn0086656	shrb
CG8057	FBgn0260972	alc
CG8058	FBgn0033382	Hydr1
CG8060	FBgn0034113	CG8060
CG8062	FBgn0259834	out
CG8064	FBgn0038597	CG8064
CG8067	FBgn0033891	CG8067
CG8069	FBgn0033380	Phax
CG8070	FBgn0033379	Mys45A
CG8073	FBgn0033377	Pgm2a
CG8075	FBgn0015838	Vang
CG8078	FBgn0033375	CG8078
CG8080	FBgn0033373	CG8080
CG8085	FBgn0020620	RN-tre
CG8091	FBgn0026404	Dronc
CG8092	FBgn0033998	row
CG8093	FBgn0033999	CG8093
CG8095	FBgn0286785	scb
CG8098	FBgn0024315	Picot
CG8102	FBgn0034007	ND-51L2
CG8103	FBgn0262519	Mi-2
CG8104	FBgn0036059	nudE
CG8105	FBgn0030661	Alp11
CG8107	FBgn0025866	CalpB
CG8112	FBgn0037612	CG8112
CG8114	FBgn0003041	pbl
CG8117	FBgn0030663	CG8117
CG8120	FBgn0037675	HP1e
CG8122	FBgn0040752	Prosap
CG8125	FBgn0037683	CG18473
CG8127	FBgn0000568	Eip75B
CG8128	FBgn0030668	CG8128
CG8129	FBgn0037684	Srr
CG8132	FBgn0037687	CG8132
CG8135	FBgn0037689	CG8135
CG8137	FBgn0028987	Spn28F
CG8142	FBgn0030871	CG8142
CG8145	FBgn0037617	nom
CG8146	FBgn0030869	Socs16D
CG8147	FBgn0043791	phu
CG8148	FBgn0038118	timeout
CG8151	FBgn0033929	Tfb1
CG8152	FBgn0034008	CG8152
CG8153	FBgn0004698	Xpc
CG8155	FBgn0034009	CG8155
CG8156	FBgn0013750	Arf51F
CG8159	FBgn0037619	CG8159
CG8163	FBgn0044328	CG32052
CG8163	FBgn0264489	CG43897
CG8165	FBgn0037703	Kdm3
CG8166	FBgn0034013	unc-5
CG8168	FBgn0034013	unc-5
CG8169	FBgn0011660	Pms2
CG8170	FBgn0033365	CG8170
CG8172	FBgn0033362	CG8172
CG8173	FBgn0030864	CG8173
CG8176	FBgn0037702	CG8176
CG8177	FBgn0036043	Ae2
CG8178	FBgn0024319	Nach
CG8182	FBgn0034025	Pgant1
CG8183	FBgn0019968	Khc-73
CG8184	FBgn0030674	HUWE1
CG8185	FBgn0050467	CG30467
CG8185	FBgn0050471	CG30471
CG8188	FBgn0030863	CG8188
CG8189	FBgn0019644	ATPsynB
CG8190	FBgn0034029	eIF2Bgamma
CG8194	FBgn0010406	RNaseX25
CG8195	FBgn0034032	CG8195
CG8196	FBgn0033366	Ance-4
CG8199	FBgn0037709	CG8199
CG8200	FBgn0024754	Flo1
CG8201	FBgn0260934	par-1
CG8202	FBgn0037622	CG8202
CG8203	FBgn0013762	Cdk5
CG8207	FBgn0034035	CG8207
CG8208	FBgn0027950	MBD-like
CG8209	FBgn0035830	CG8209
CG8210	FBgn0262512	Vha14-1
CG8211	FBgn0030858	IntS2
CG8212	FBgn0050091	CG30091
CG8212	FBgn0284254	Impbeta11
CG8213	FBgn0286782	flz
CG8215	FBgn0050087	CG30087
CG8215	FBgn0050088	CG30088
CG8215	FBgn0050090	CG30090
CG8215	FBgn0053460	CG33460
CG8215	FBgn0053461	CG33461
CG8215	FBgn0053462	CG33462
CG8219	FBgn0035693	CG8219
CG8221	FBgn0020506	Amyrel
CG8222	FBgn0032006	Pvr
CG8224	FBgn0011300	babo
CG8228	FBgn0261049	Vps45
CG8230	FBgn0027607	CG8230
CG8231	FBgn0027329	CCT6
CG8232	FBgn0033352	PAN2
CG8233	FBgn0033897	Rcd1
CG8234	FBgn0033644	Tret1-2
CG8235	FBgn0033351	AIMP1
CG8237	FBgn0033350	CG8237
CG8239	FBgn0030683	Mvd
CG8241	FBgn0086895	pea
CG8242	FBgn0265991	Zasp52
CG8243	FBgn0033349	CG8243
CG8245	FBgn0033031	CG8245
CG8246	FBgn0003130	Poxn
CG8249	FBgn0034045	CG8249
CG8250	FBgn0040505	Alk
CG8251	FBgn0003074	Pgi
CG8254	FBgn0041156	exex
CG8256	FBgn0022160	Gpo1
CG8257	FBgn0033900	CysRS-m
CG8258	FBgn0284436	CCT8
CG8264	FBgn0004856	Bx42
CG8266	FBgn0033339	Sec31
CG8268	FBgn0035827	Srp9
CG8270	FBgn0035703	Bulli
CG8271	FBgn0033657	Sln
CG8272	FBgn0033337	CG8272
CG8273	FBgn0037716	Son
CG8274	FBgn0013756	Mtor
CG8276	FBgn0263144	bin3
CG8277	FBgn0035823	eIF4E5
CG8279	FBgn0038237	Pde6
CG8280	FBgn0284245	eEF1alpha1
CG8282	FBgn0032005	Snx6
CG8284	FBgn0015321	Ubc4
CG8286	FBgn0037718	P58IPK
CG8287	FBgn0262518	Rab8
CG8288	FBgn0030686	mRpL3
CG8291	FBgn0034049	bdg
CG8293	FBgn0015247	Diap2
CG8295	FBgn0034051	Mlf
CG8298	FBgn0033673	CG8298
CG8299	FBgn0034052	CG8299
CG8301	FBgn0037717	CG8301
CG8302	FBgn0034053	Cyp4aa1
CG8303	FBgn0034143	CG8303
CG8304	FBgn0265045	Strn-Mlck
CG8306	FBgn0034142	CG8306
CG8308	FBgn0087040	alphaTub67C
CG8309	FBgn0033902	eIF3m
CG8310	FBgn0040377	Vha36-3
CG8311	FBgn0034141	CG8311
CG8312	FBgn0037720	CG8312
CG8314	FBgn0034057	CG8314
CG8315	FBgn0034058	Pex11ab
CG8318	FBgn0015269	Nf1
CG8319	FBgn0037722	CG8319
CG8322	FBgn0020236	ATPCL
CG8323	FBgn0033903	CG8323
CG8324	FBgn0050431	CG30431
CG8327	FBgn0037723	SpdS
CG8328	FBgn0002734	E(spl)mdelta-HLH
CG8329	FBgn0036022	CG8329
CG8330	FBgn0033074	tomboy40
CG8333	FBgn0002735	E(spl)mgamma-HLH
CG8334	FBgn0036913	Usp32
CG8335	FBgn0033069	eIF3f2
CG8336	FBgn0036020	Cyp40
CG8339	FBgn0020251	sfl
CG8339	FBgn0052396	betaTub65B
CG8340	FBgn0010339	128up
CG8341	FBgn0050431	CG30431
CG8344	FBgn0004463	Polr3B
CG8345	FBgn0033065	Cyp6w1
CG8346	FBgn0002609	E(spl)m3-HLH
CG8349	FBgn0032003	CG8349
CG8351	FBgn0037632	CCT7
CG8353	FBgn0032002	CG8353
CG8355	FBgn0264089	sli
CG8356	FBgn0033052	SCAP
CG8358	FBgn0037727	Nepl12
CG8360	FBgn0032001	CG8360
CG8361	FBgn0002633	E(spl)m7-HLH
CG8362	FBgn0028997	nmdyn-D7
CG8363	FBgn0020389	Papss
CG8365	FBgn0000591	E(spl)m8-HLH
CG8368	FBgn0286051	Rexo5
CG8370	FBgn0034060	Tmem131
CG8372	FBgn0032000	CG8372
CG8376	FBgn0267978	ap
CG8380	FBgn0034136	DAT
CG8383	FBgn0037737	Pnn
CG8384	FBgn0001139	gro
CG8385	FBgn0010348	Arf79F
CG8388	FBgn0034062	CG8388
CG8389	FBgn0034063	CG8389
CG8390	FBgn0259978	vlc
CG8394	FBgn0033911	VGAT
CG8395	FBgn0034065	Rrp42
CG8397	FBgn0034066	EMC7
CG8399	FBgn0034067	CG8399
CG8400	FBgn0034068	casp
CG8402	FBgn0005777	PpD3
CG8403	FBgn0034070	SP2353
CG8404	FBgn0005613	Sox15
CG8405	FBgn0034071	CG8405
CG8408	FBgn0030850	stas
CG8409	FBgn0003607	Su(var)205
CG8411	FBgn0005695	gcl
CG8412	FBgn0037743	Alg12
CG8415	FBgn0033912	RpS23
CG8416	FBgn0014020	Rho1
CG8417	FBgn0286506	Mpi
CG8418	FBgn0265605	Ric
CG8419	FBgn0031999	CG8419
CG8421	FBgn0034075	Asph
CG8422	FBgn0033932	Dh44-R1
CG8424	FBgn0034076	Jhedup
CG8425	FBgn0010052	Jhe
CG8425	FBgn0050095	CG30095
CG8426	FBgn0033029	Not3
CG8427	FBgn0023167	SmD3
CG8430	FBgn0001124	Got1
CG8431	FBgn0027091	CysRS
CG8432	FBgn0026378	Rep
CG8433	FBgn0029175	sotv
CG8434	FBgn0034083	lbk
CG8435	FBgn0034084	CG8435
CG8439	FBgn0010621	CCT5
CG8440	FBgn0015754	Lis-1
CG8441	FBgn0034086	CG8441
CG8442	FBgn0004619	GluRIA
CG8443	FBgn0034087	clu
CG8444	FBgn0037671	ATP6AP2
CG8445	FBgn0262166	calypso
CG8446	FBgn0262026	CG42837
CG8446	FBgn0265177	CG44242
CG8446	FBgn0265178	CG44243
CG8447	FBgn0053964	CG33964
CG8449	FBgn0038129	TBC1D5
CG8451	FBgn0031998	SLC5A11
CG8453	FBgn0025454	Cyp6g1
CG8454	FBgn0285911	Vps16A
CG8455	FBgn0031997	PGAP5
CG8457	FBgn0033697	Cyp6t3
CG8458	FBgn0038134	wntD
CG8460	FBgn0031996	CG8460
CG8461	FBgn0038235	CG8461
CG8463	FBgn0050463	Pgant9
CG8464	FBgn0038233	HtrA2
CG8465	FBgn0028343	Ankle2
CG8468	FBgn0033913	CG8468
CG8470	FBgn0030692	mRpS30
CG8473	FBgn0053172	CG33172
CG8473	FBgn0263747	CG43672
CG8473	FBgn0263748	CG43673
CG8474	FBgn0025874	Meics
CG8475	FBgn0031995	CG8475
CG8475	FBgn0083970	CG34134
CG8479	FBgn0261276	Opa1
CG8480	FBgn0285955	cv-c
CG8481	FBgn0037747	Naa80
CG8483	FBgn0038126	CG8483
CG8484	FBgn0037751	topi
CG8485	FBgn0033915	CG8485
CG8486	FBgn0264953	Piezo
CG8487	FBgn0264560	garz
CG8492	FBgn0035813	CG8492
CG8493	FBgn0033716	Den1
CG8494	FBgn0033916	Usp20-33
CG8495	FBgn0261599	RpS29
CG8497	FBgn0026374	Rhp
CG8506	FBgn0261064	Rbsn-5
CG8507	FBgn0037756	CG8507
CG8509	FBgn0030696	CG8509
CG8517	FBgn0034472	CG8517
CG8519	FBgn0035711	CG8519
CG8520	FBgn0033734	CG8520
CG8522	FBgn0261283	SREBP
CG8523	FBgn0010241	Mdr50
CG8524	FBgn0024321	NK7.1
CG8525	FBgn0033735	Dera
CG8526	FBgn0037759	CG8526
CG8528	FBgn0052374	CG32374
CG8528	FBgn0052376	CG32376
CG8529	FBgn0033739	Dyb
CG8531	FBgn0033918	CG8531
CG8532	FBgn0028582	lqf
CG8534	FBgn0037761	CG8534
CG8536	FBgn0027538	beta4GalNAcTA
CG8539	FBgn0035791	CG8539
CG8540	FBgn0035790	Cyp316a1
CG8542	FBgn0001220	Hsc70-5
CG8544	FBgn0003345	sd
CG8545	FBgn0033741	CG8545
CG8546	FBgn0035785	ppk26
CG8548	FBgn0024889	Kap-alpha1
CG8549	FBgn0035714	Sbds
CG8550	FBgn0033742	Nepl10
CG8552	FBgn0031990	PAPLA1
CG8553	FBgn0261270	Sps1
CG8556	FBgn0014011	Rac2
CG8557	FBgn0263706	CG43658
CG8560	FBgn0035781	CG8560
CG8561	FBgn0261269	conv
CG8562	FBgn0035779	CG8562
CG8563	FBgn0035777	CG8563
CG8564	FBgn0035776	CG8564
CG8565	FBgn0030697	CG8565
CG8566	FBgn0267002	unc-104
CG8569	FBgn0033752	CG8569
CG8571	FBgn0016983	smid
CG8573	FBgn0003567	su(Hw)
CG8577	FBgn0033327	PGRP-SC1b
CG8578	FBgn0030699	CG8578
CG8579	FBgn0001285	Jon44E
CG8580	FBgn0082598	akirin
CG8581	FBgn0011592	fra
CG8582	FBgn0035772	Sh3beta
CG8583	FBgn0035771	Sec63
CG8584	FBgn0033322	CG8584
CG8585	FBgn0263397	Ih
CG8586	FBgn0033320	CG8586
CG8587	FBgn0033753	Cyp301a1
CG8590	FBgn0011606	Klp3A
CG8591	FBgn0035769	CTCF
CG8593	FBgn0019662	qm
CG8594	FBgn0033755	ClC-b
CG8595	FBgn0034476	Toll-7
CG8596	FBgn0035767	Cln7
CG8597	FBgn0011640	lark
CG8598	FBgn0035766	eco
CG8602	FBgn0035763	mrva
CG8603	FBgn0085408	Shrm
CG8604	FBgn0027356	Amph
CG8605	FBgn0035762	Rint1
CG8606	FBgn0035761	RhoGEF4
CG8607	FBgn0035760	CG8607
CG8608	FBgn0035756	unc-13-4A
CG8609	FBgn0035754	MED4
CG8610	FBgn0012058	Cdc27
CG8611	FBgn0027602	CG8611
CG8612	FBgn0028648	mRpL50
CG8613	FBgn0033924	CG8613
CG8614	FBgn0024542	Neos
CG8615	FBgn0035753	RpL18
CG8619	FBgn0265296	Dscam2
CG8624	FBgn0023001	melt
CG8625	FBgn0011604	Iswi
CG8627	FBgn0010387	Acbp2
CG8630	FBgn0038130	CG8630
CG8631	FBgn0002775	msl-3
CG8632	FBgn0033762	ZnT49B
CG8635	FBgn0033317	CG8635
CG8636	FBgn0029629	eIF3g1
CG8637	FBgn0003744	trc
CG8639	FBgn0033313	Cirl
CG8641	FBgn0035733	CG8641
CG8642	FBgn0033312	CG8642
CG8645	FBgn0260660	Mp
CG8646	FBgn0033763	CG8646
CG8647	FBgn0260660	Mp
CG8648	FBgn0025832	Fen1
CG8649	FBgn0024238	Fim
CG8651	FBgn0003862	trx
CG8654	FBgn0034479	CG8654
CG8655	FBgn0028360	Cdc7
CG8657	FBgn0020930	Dgkepsilon
CG8665	FBgn0032945	CG8665
CG8666	FBgn0032943	Tsp39D
CG8667	FBgn0023091	dimm
CG8668	FBgn0031988	CG8668
CG8671	FBgn0032938	CG8671
CG8674	FBgn0021856	l(2)k14505
CG8676	FBgn0261239	Hr39
CG8678	FBgn0032935	Atg18b
CG8683	FBgn0031985	mon2
CG8684	FBgn0027083	MetRS-m
CG8687	FBgn0033302	Cyp6a14
CG8689	FBgn0050359	Mal-A5
CG8689	FBgn0050360	Mal-A6
CG8690	FBgn0033297	Mal-A8
CG8693	FBgn0033294	Mal-A4
CG8694	FBgn0002569	Mal-A2
CG8695	FBgn0002571	Mal-A3
CG8696	FBgn0002570	Mal-A1
CG8704	FBgn0010109	dpn
CG8705	FBgn0013726	pnut
CG8706	FBgn0053087	LRP1
CG8707	FBgn0033272	RagC-D
CG8708	FBgn0033271	CG8708
CG8709	FBgn0263593	Lpin
CG8711	FBgn0033260	Cul4
CG8713	FBgn0033257	sand
CG8714	FBgn0028563	sut1
CG8715	FBgn0020279	lig
CG8717	FBgn0025469	slv
CG8721	FBgn0013307	Odc1
CG8722	FBgn0033247	Nup44A
CG8725	FBgn0027054	CSN4
CG8727	FBgn0023094	cyc
CG8728	FBgn0033235	CG8728
CG8729	FBgn0023171	rnh1
CG8730	FBgn0026722	drosha
CG8733	FBgn0036910	Cyp305a1
CG8734	FBgn0033315	beta3GalTII
CG8735	FBgn0033309	Lnpk
CG8738	FBgn0033321	CG8738
CG8739	FBgn0086784	stmA
CG8742	FBgn0261360	CG42637
